ROK,WEB_PUBL_DATE,MENA,R1_AREA,R1_POPIS_LNG,S1_POPIS_LNG,H_HODNOTA_PUBL
2016,2018-03-16 10:00:00,USD,IL,Israel,Sum,108.53801860447
2017,2019-03-15 10:00:00,CZK,IL,Israel,Sum,2681.873057
2017,2019-03-15 10:00:00,EUR,IL,Israel,Sum,105.006775920125
2017,2019-03-15 10:00:00,USD,IL,Israel,Sum,125.962756892584
2018,2020-03-13 10:00:00,CZK,IL,Israel,Sum,3590.3368
2018,2020-03-13 10:00:00,EUR,IL,Israel,Sum,139.566056365403
2018,2020-03-13 10:00:00,USD,IL,Israel,Sum,159.812018160776
2019,2021-03-16 10:00:00,CZK,IL,Israel,Sum,4408.649674
2019,2021-03-16 10:00:00,EUR,IL,Israel,Sum,173.500577489177
2019,2021-03-16 10:00:00,USD,IL,Israel,Sum,194.891900181248
2020,2022-03-23 10:00:00,CZK,IL,Israel,Sum,4544.12614642747
2020,2022-03-23 10:00:00,EUR,IL,Israel,Sum,173.142547015716
2020,2022-03-23 10:00:00,USD,IL,Israel,Sum,212.471414711155
2021,2023-03-23 10:00:00,CZK,IL,Israel,Sum,5051.17979928578
2021,2023-03-23 10:00:00,EUR,IL,Israel,Sum,203.185028128953
2021,2023-03-23 10:00:00,USD,IL,Israel,Sum,230.111603083494
2014,2016-03-22 10:00:00,CZK,JP,Japan,Registered capital,21904.08758
2014,2016-03-22 10:00:00,EUR,JP,Japan,Registered capital,790.048244544635
2014,2016-03-22 10:00:00,USD,JP,Japan,Registered capital,959.275097661382
2015,2017-03-21 10:00:00,CZK,JP,Japan,Registered capital,20805.305371
2015,2017-03-21 10:00:00,EUR,JP,Japan,Registered capital,769.854037779833
2015,2017-03-21 10:00:00,USD,JP,Japan,Registered capital,838.112527030293
2016,2018-03-16 10:00:00,CZK,JP,Japan,Registered capital,20880.299148
2016,2018-03-16 10:00:00,EUR,JP,Japan,Registered capital,772.77198919319
2016,2018-03-16 10:00:00,USD,JP,Japan,Registered capital,814.39600405632
2017,2019-03-15 10:00:00,CZK,JP,Japan,Registered capital,21393.068916
2017,2019-03-15 10:00:00,EUR,JP,Japan,Registered capital,837.62994972592
2017,2019-03-15 10:00:00,USD,JP,Japan,Registered capital,1004.79399351839
2018,2020-03-13 10:00:00,CZK,JP,Japan,Registered capital,22550.786336
2018,2020-03-13 10:00:00,EUR,JP,Japan,Registered capital,876.6097701069
2018,2020-03-13 10:00:00,USD,JP,Japan,Registered capital,1003.77398450993
